moduleCode,title,semesters 
PH2241,Philosophy of Mind,[1]
PH2243,Epistemology,[1]
PH2301,Classical Chinese Philosophy I,[2]
PH3203,Moral Philosophy,[1]
PH3207,Continental European Philosophy,[2]
PH3213,"Knowledge, Modernity and Global Change",[2]
PH3217,Feminist Philosophy,[1]
PH3245,Language and Thought,[1]
PH3246,Paradoxes,[2]
PH3247,Philosophical Logic,[2]
PH3250,Quantification and Modality,[1]
PH3252,Introduction to Philosophy of Mathematics,[1]
PH3551,FASS Undergraduate Research Opportunity (UROP),[1]
PH4201,Philosophy of Science,[2]
PH4202,Political Philosophy,[1]
PH4203,Issues in Moral Philosophy,[1]
PH4206,A Major Philosopher,[1]
PH4211,Issues in Epistemology,[2]
PH4214,Recent Continental European Philosophy,[1]
PH4240,Issues in Metaphysics,[2]
PH4243,Issues in Aesthetics,[2]
PH4244,Issues in Philosophy of Mathematics,[1]
PH4262,Nietzsche,[2]
PH4401,Honours Thesis,"[1, 2]"
PH4550,Internship: Philosophy for Teaching,"[1, 2]"
PH4660,Independent Study,"[1, 2]"
PH5420,Advanced Political Philosophy,[1]
PH5423,Philosophy of Science and Technology,[2]
PH5430,Ethics,[1]
PH5650,Topics In Continental Philosophy,[1]
PH5660,Independent Study,"[1, 2]"
PH6211,Advanced Epistemology,[2]
PH6240,Advanced Metaphysics,[2]
PH6243,Advanced Aesthetics,[2]
PH6540,Topics in Analytic Philosophy,[2]
PH6660,Independent Study,"[1, 2]"
PH6770,Graduate Research Seminar,"[1, 2]"
PHS1101,The Billion-Dollar Pill - Bench to Bedside Drug Development,"[1, 2]"
PHS2101,Physiology for Pharmaceutical Science,[1]
PHS2102,Physicochemical and Biochemical Principles of Drug Action,[2]
PHS2103,Essentials of Pharmaceutical and Synthetic Chemistry,[1]
PHS2104,Macromolecules in Pharmaceutical Science,[2]
PHS2105,Principles of Pharmaceutical Formulations I,[2]
PHS2191,Laboratory Techniques in Pharmaceutical Science I,[2]
PHS3116,Pharmacokinetics and Biopharmaceutics,[1]
PHS3122,Pharmaceutical Quality Management,[1]
PHS3123,Biotechnology for Pharmaceutical Science,[1]
PHS3191,Laboratory Techniques in Pharmaceutical Science II,[1]
PHS3220,Microbiology for Pharmaceutical Science,[2]
PHS3312,Enhanced Undergraduate Professional Internship Programme,"[1, 2]"
PHS4121,Regulation of Healthcare Products,[1]
PHS4199,Honours Project in Pharmaceutical Science,"[1, 2]"
PL1101E,Introduction to Psychology,"[1, 2]"
PL2131,Research and Statistical Methods I,"[1, 2]"
PL2132,Research and Statistical Methods II,"[1, 2]"
PL3102,Biological Psychology,"[1, 2]"
PL3103,Cognitive Psychology,"[1, 2]"
PL3104,Developmental Psychology,"[1, 2]"
PL3105,Social Psychology,"[1, 2]"
PL3106,Abnormal Psychology,"[1, 2]"
PL3231,Independent Research Project,"[1, 2]"
PL3238,Social Cognition,[2]
PL3239,Industrial and Organisational Psychology,[2]
PL3241,Personality & Individual Differences,[2]
PL3242,Health Psychology,[2]
PL3248,Learning and Conditioning,[2]
PL3249,Memory,[2]
PL3251,Atypical Development and Language,[2]
PL3252,Social-Cognitive Perspectives on Emotion,[1]
PL3256,Infant Development,[2]
PL3257,Introduction to Clinical Psychology,[1]
PL3260,Moral Development,[1]
PL3281,Lab in Cognitive Psychology,"[1, 2]"
PL3281A,Lab in Perception and Attention,[2]
PL3281C,Lab in Reading Processes,[2]
PL3281D,Lab in Music Perception and Cognition,[1]
PL3281E,Lab in Speech and Language Processes,[1]
PL3282,Lab in Social Psychology,"[1, 2]"
PL3282A,Lab in Interpersonal Relationships,[2]
PL3283,Lab in Developmental Psychology,[1]
PL3283A,Lab in Adolescent Psychology,[2]
PL3284,Lab in Applied Psychology (Scale Construction),[1]
PL3287,Lab in Clinical/Abnormal Psychology,[2]
PL3287A,Lab in Personality and Psychopathology,[1]
PL3551,FASS Undergraduate Research Opportunity (UROP),"[1, 2]"
PL4201,Psychometrics and Psychological Testing,"[1, 2]"
PL4203,Cognition,[2]
PL4205,Developmental Processes,"[1, 2]"
PL4206,Cognitive Neuroscience,[1]
PL4207,Social Psychology: Theories and Methods,[2]
PL4208,Counselling Psychology,[2]
PL4214,Evolutionary Psychology,[2]
PL4218,Psychological Assessment,"[1, 2]"
PL4219,Advanced Abnormal Psychology,"[1, 2]"
PL4224,Child Abnormal Psychology,"[1, 2]"
PL4226,Correctional Psychology,[2]
PL4227,Behavioral Genetics for Social Scientists,"[1, 2]"
PL4228,Criminal Forensic Psychology,"[1, 2]"
PL4229,Psychological Therapies,"[1, 2]"
PL4234,Patient and Health Care,"[1, 2]"
PL4236,Autism Spectrum and Related Conditions,[1]
PL4239,Social Psychology of the Unconscious,[2]
PL4241,Exploring Consciousness – Theory and Neuroscience,[2]
PL4242,Historical Controversies in Psychology,"[1, 2]"
PL4243,Intellectual Developmental Disorder,[2]
PL4244,Sleep: A Cognitive Neuroscience Perspective,[2]
PL4245,Data Science for Psychology: Methods and Applications,"[1, 2]"
PL4246,Networks in Psychology,"[1, 2]"
PL4247,Application of Psychology to Fears and Phobias,[1]
PL4248,Hallucinations and Delusions: A Cognitive Perspective,[2]
PL4249,The Psychology and Neuroscience of Mindfulness,[2]
PL4401,Honours Thesis,"[1, 2]"
PL4501,Integrated Thesis,"[1, 2]"
PL4660,Independent Study,"[1, 2]"
PL4880H,Sport Psychology,"[1, 2]"
PL4880K,Parenting and Child Development,"[1, 2]"
PL4880L,Applying Cognitive Psychology to Learning & Instruction,[2]
PL4880P,Psychology of Religion,"[1, 2]"
PL4880R,Issues in Adolescent Developmt,[1]
PL4880T,Applying Psychology In Education,"[1, 2]"
PL5221,Analysis of Psychological Data Using Glm,[1]
PL5221R,Analysis of Psychological Data using GLM,[1]
PL5222,Multivariate Statistics in Psychology,[2]
PL5222R,Multivariate Statistics in Psychology,[2]
PL5225,Structural Equation Modeling,[2]
PL5225R,Structural Equation Modeling,[2]
PL5303,Advanced Cognitive Psychology,[1]
PL5303R,Advanced Cognitive Psychology,[1]
PL5305,Advanced Social Psychology,[2]
PL5305R,Advanced Social Psychology,[2]
PL5306,Advanced Clinical Psychology,[2]
PL5306R,Advanced Clinical Psychology,[2]
PL5660,Independent Study,"[1, 2]"
PL6208,Empirical Research Project,"[1, 2]"
PL6215,Selected Applications in Psychology,"[1, 2]"
PL6660,Independent Study,"[1, 2]"
PL6770,Graduate Research Seminar,[1]
PL6885,"Selected Topics in Social, Personality, I-O Psychology",[1]
PLB1201,Psychology in Everyday Life,[2]
PLC5001,Psychological Assessment,[1]
PLC5002,Adult Psychopathology,[1]
PLC5003,Health across the lifespan,[1]
PLC5004,Psychological Intervention and Therapy,[1]
PLC5005,Child Psychopathology,[1]
PLC5006,Ethics and Professional Issues,[1]
PLC5007,Advanced Psychological Practice,[1]
PLC5008,Graduate Research Methods,[2]
PLC5009,Research Proposal,"[1, 2]"
PLC5010,Research Project,"[1, 2]"
PLC5011A,Clinical Placement 1,"[1, 2]"
PLC5012B,Clinical Placement 2,"[1, 2]"
PLC5013C,Clinical Placement 3,"[1, 2]"
PLS8001,Cultivating Collaboration,"[1, 2]"
PLS8002,Cultivating the Self,"[1, 2]"
PLS8003,Cultivating Resilience,"[1, 2]"
PLS8004,Optimizing Performance,"[1, 2]"
PLS8005,Elevating Interpersonal Communication,"[1, 2]"
PP5015,Principles and Applications of Risk Management,[1]
PP5016,Environmental Threats and Management Response,[1]
PP5017,Climate Change and Managing Uncertainty,[1]
PP5018,Disaster Scenarios and Resilience Building,[1]
PP5019,Economic Development Strategy,[1]
PP5020,Analysis of Economic Growth,[1]
PP5021,Digital Transformation and Economic Prosperity,[1]
PP5022,Embracing Globalisation for Economic Growth,[1]
PP5023,"Artificial Intelligence, Data and Public Policy",[1]
PP5024,"Bitcoin, Ethereum, Digital Currencies and Public Policy",[1]
PP5025,"Cloud, 5G, IoT and Public Policy",[1]
PP5026,"3D Printing, Robots and Public Policy",[1]
PP5027,Food Security,[1]
PP5028,Food System Resilience,[1]
PP5029,Agricultural Economics and Policy,[1]
PP5030,Sustainable Urban Food System,[1]
PP5031,Industrialisation and Growth,[2]
PP5032,Financial Globalisation and Financial Development,[2]
PP5033,"Monetary, Exchange Rate Policy and Reserves",[2]
PP5034,Regionalism in Asia: Free Trade Agreements and Beyond,[2]
PP5105,Cost Benefit Analysis in Public Policy,[2]
PP5110A,Policy Analysis Exercise,[2]
PP5138,Econometrics for Public Policy Analysis,[2]
PP5146,"Decentralization, Governance & Sustainable Development",[3]
PP5149,"Big Data, Official Statistics, and Public Policy",[1]
PP5168,Public Service Leadership,[2]
PP5191,"Public Administration, Technology and Innovation",[2]
PP5198,Chinese Political Leadership and Economic Development,[1]
PP5203,Behavioral Economics and Public Policy,[1]
PP5227,Principles and Policies in Sustainability and the Environment,[1]
PP5234,Economics of Developing Countries,[1]
PP5249,"Media, Public Opinion & Public Policy",[2]
PP5266,Global Health Policy and Issues,[2]
PP5267,Urban Transport Policy: A Global View,[1]
PP5274,Financial Management for Policy Makers,[3]
PP5278,Health Economics and Public Policy,[1]
PP5288,Labour Market Issues and Public Policy,[1]
PP5401,Policy Challenges,[2]
PP5403,Economic Foundations for Public Policy,[1]
PP5406,Research Methods for Public Policy 1,[1]
PP5407,Advanced Research Methods for Public Policy,[2]
PP5408,Research Methods for Public Policy 2,[2]
PP5409,Foundations of Public Policy,[1]
PP5410,Working with clients: PAE Basics,[1]
PP5504,Financial Management for Public Organisations,[1]
PP5507,Policy Innovation Lab,[1]
PP5512,US-China Relations and Great Power Policy Making,[2]
PP5514,ASEAN and Regionalism in Southeast Asia,[2]
PP5515,Gender and Development,[1]
PP5516,Practical Political Risk Analysis,[1]
PP5524,Diversity Management in Public Organizations,[2]
PP5661,Internship,[1]
PP5701,Economic Applications for Public Organizations,"[1, 2]"
PP5702,Public Administration in Theory and Practice,"[1, 2]"
PP5705,Comparative Public Policy and Management: Singapore and Asia,[1]
PP5706,Economic and Business Environment,[1]
PP5717,Political Economy of East Asia,[1]
PP5722,Strategic Management,[1]
PP5724,Leadership Development,[1]
PP5729,Public Sector Communications,[1]
PP5801,Economic Analysis,[1]
PP5802,Policy Analysis,[2]
PP5803,Public Management,[1]
PP5804,Governance Study Project,[2]
PP5901,Introduction to International Relations Theory,[1]
PP5902,"International Security - Concepts, Issues & Policies",[2]
PP5903,International Political Economy,[1]
PP5904,Research Methods in International Affairs,[1]
PP5905,Foreign Policy Analysis,[1]
PP5906,International Economic Development,[2]
PP5908,Global Governance in a Changing World,[2]
PP5909,Geopolitics of the Asia-Pacific,[2]
PP5910,MIA Thesis,[2]
PP5911,MIA Capstone Project,[2]
PP6702,Foundations of Public Policy: Theories and Methods,[2]
PP6703,Foundations of Public Administration,[1]
PP6704,The Economics of Public Policy,[2]
PP6705,The Politics of Public Policy,[2]
PP6706,Quantitative Methods for Public Policy Research,[1]
PP6707,Qualitative Methods for Public Policy Research,[1]
PP6770,Public Policy Graduate Seminar,[2]
PR1150,Professional Identity Development I,"[1, 2]"
PR1151,Applied Patient Care Skills I,"[1, 2]"
PR1152,Pharmacy Foundations: Science & Therapeutics I,[1]
PR1153,Pharmacy Foundations: Science & Therapeutics II,[2]
PR2150,Professional Identity Development II,"[1, 2]"
PR2151,Applied Patient Care Skills II,"[1, 2]"
PR2152,Gastrointestinal System: Science & Therapeutics,[1]
PR2153,Cardiovascular System: Science & Therapeutics,[1]
PR2154,Respiratory System: Science & Therapeutics,[2]
PR2155,Hepatic and Renal Systems: Science & Therapeutics,[2]
PR2156,Integumentary & Ocular Systems: Science and Therapeutics,[2]
PR2288,Basic UROPS in Pharmacy I,"[1, 2, 3, 4]"
PR2289,Basic UROPS in Pharmacy II,"[1, 2, 3, 4]"
PR3150,Professional Identity and Skills Development,"[1, 2]"
PR3151,Infection: Optimising Prevention & Treatment,[1]
PR3152,Immune & Endocrine Systems: Science & Therapeutics,[1]
PR3153,Central Nervous System: Science & Therapeutics,[2]
PR3154,Haematological & Musculoskeletal Systems: Science & Therapeutics,[2]
PR3202,Community Health & Preventative Care,[1]
PR3288,Advanced UROPS in Pharmacy I,"[1, 2, 3, 4]"
PR3289,Advanced UROPS in Pharmacy II,"[1, 2, 3, 4]"
PR3313,Undergraduate Professional Internship Programme Extended,[1]
PR4138,Pharmacy Professional Skills Development IV,"[1, 2]"
PR4191,SCI-PhI Project,"[1, 2]"
PR4195,"Scientific Evaluation, Analysis and Communication","[1, 2]"
PR4196,Pharmacy Research Project and Scientific Communication,"[1, 2]"
PR4197,Pharmacy Internship I,"[1, 2]"
PR4197A,Pharmacy Internship I,"[1, 2]"
PR4198,Pharmacy Internship II,"[1, 2]"
PR4198A,Pharmacy Internship II,"[1, 2]"
PR4201,Pharmaceutical Marketing,[2]
PR4204,Special Drug Delivery,[1]
PR4205,Bioorganic Principles of Medicinal Chemistry,[2]
PR4207,Applied Pharmacokinetics and Toxicokinetics,[2]
PR5113,Clinical Pharmacokinetics & Therapeutic Drug Monitoring,[2]
PR5130,Advanced Pharmacotherapy I,[2]
PR5131,Advanced Pharmacotherapy II,[1]
PR5131A,Advanced Pharmacotherapy IIA,[2]
PR5132,Advanced Pharmacotherapy III,[1]
PR5133,Advanced Pharmacotherapy in Special Populations,[1]
PR5134,Advanced Skills in Pharmacy Practice,[1]
PR5134A,Physical Assessment and Diagnostic Tests for Advanced Pharmacy Practice,[2]
PR5135,Foundations in Advanced Pharmacy Practice,[1]
PR5136,Seminar and Teaching,"[1, 2]"
PR5137,Advanced Pharmacotherapy in Geriatrics,[2]
PR5150,Ambulatory Care Clerkship,"[1, 2]"
PR5151,Acute Care Medicine Clerkship,"[1, 2]"
PR5152,Adult General Medicine Clerkship,"[1, 2]"
PR5153,Critical Care Clerkship,"[1, 2]"
PR5154,Drug Information Clerkship,"[1, 2]"
PR5198,Graduate Seminar Module in Pharmacy,[2]
PR5211,Pharmaceutical and Biomedical Analysis,[1]
PR5214,Advances in Tablet Technology,[1]
PR5216,Advances in Drug Delivery,[2]
PR5217,Formulation Science,[1]
PR5218,Methodologies in Product Development,[2]
PR5219,Product Quality Management,[2]
PR5220,Bioprocess Technology,[1]
PR5224,Pharmacoepidemiology,[1]
PR5225,Preformulation Science,[2]
PR5230A,Pharmacoeconomics,[2]
PR5237,Management of Older Patients,[2]
PR5238,Advanced Community Case Studies,[2]
PR5239,Clinical Pharmacy Research Project,"[1, 2]"
PR5250,Elective Clerkship I,"[1, 2]"
PR5251,Elective Clerkship II,"[1, 2]"
PR5252,Elective Clerkship III,"[1, 2]"
PR5253,Elective Clerkship IV,"[1, 2]"
PR5299,Research Project in Pharmaceutical Innovation,"[1, 2]"
PR5304,Fundamental Topics in Pharmaceutical Science,[2]
PS1101E,Introduction to Politics,"[1, 2]"
PS2204,Modern Western Political Thought,[2]
PS2234,Introduction to Comparative Politics,[1]
PS2237,Introduction to International Relations,"[1, 2]"
PS2238,International Politics of Northeast Asia,[2]
PS2240,Introduction to Public Administration,[1]
PS2244,Public Administration in Singapore,[2]
PS2249,Government and Politics of Singapore,[1]
PS2251,The Region in the Postcolonial World,[2]
PS2255,Politics of the Middle East,[1]
PS2256,Politics on Screen,[2]
PS2257,Contemporary African Politics,[1]
PS2258,Introduction to Political Theory,[1]
PS3225,Political Islam,[2]
PS3236,Ethnicity and Religion in Asian Politics,[2]
PS3237,Women and Politics,[1]
PS3238,International Political Economy,[2]
PS3240,International Security,[2]
PS3249,Singapore's Foreign Policy,[2]
PS3257,Political Inquiry,"[1, 2]"
PS3260,Politics and the Visual,[1]
PS3262,Managing Non-Profit Organisations,[1]
PS3265,Civil-Military Relations,[1]
PS3272,The International Relations of Sub-Saharan Africa,[2]
PS3274,Environmental Politics,[2]
PS3275,Regimes in Transition,[2]
PS3276,Comparative Political Behaviour,[1]
PS3311,International Ethics,[1]
PS3312,World Orders,[2]
PS3550,Political Science Internship,"[1, 2, 3, 4]"
PS3551,FASS Undergraduate Research Opportunity (UROP ),"[1, 2]"
PS3880G,Topics in PS: Research Design and Methods,[4]
PS4201,Contemporary Political Theory,[1]
PS4203,China's Foreign Policy,[1]
PS4209,Public Organisation Theory and  Practice,[1]
PS4218,European Foreign Policy,[2]
PS4219,Comparative Political Thought,[2]
PS4220,Rhetoric and Politics,[1]
PS4234,Identity Politics,[2]
PS4237,Capitalism and Political Theory,[1]
PS4311,International Relations in Political Thought,[1]
PS4312,Seminar in European Politics,[2]
PS4313,Seminar in Comparative Political Economy,[2]
PS4401,Honours Thesis,"[1, 2]"
PS4660,Independent Study,"[1, 2]"
PS4881B,Topics in CP: Malaysian Politics,[2]
PS4881G,Topics in CP: Politics of the Korean Peninsula,[1]
PS4882A,"Topics in IR: Globalisation, Security and the State",[1]
PS4882H,Topics in IR: Food Politics,[2]
PS4883A,Topics in PT: Orientalism and Femininity,[2]
PS5111,Research Design in Political Science,[2]
PS5111R,Research Design in Political Science,[2]
PS5201,Seminar in Political Theory,[2]
PS5201R,Seminar in Political Theory,[2]
PS5312,Seminar in Comparative Politics,[1]
PS5312R,Seminar in Comparative Politics,[1]
PS5313,Seminar On State and Society,[2]
PS5313R,Seminar On State and Society,[2]
PS5314,Seminar in International Relations,[1]
PS5314R,Seminar in Int'l Relations,[1]
PS5316,Seminar in Public Administration,[2]
PS5316R,Seminar in Public Administration,[2]
PS5503,Decentralization and Local Governance,[1]
PS5503R,Decentralization and Local Governance,[1]
PS5506,Globalization and Public Governance,[2]
PS5506R,Globalization and Public Governance,[2]
PS5602,Introduction to Quantitative Methods,[2]
PS5602R,Introduction to Quantitative Methods,[2]
PS6603,Topics in Research Methods,[4]
PS6660,Independent Study,"[1, 2]"
PS6770,Graduate Research Seminar,[1]
QF1100,Introduction to Quantitative Finance,"[1, 2]"
QF2310,FOS Undergraduate Professional Internship Programme 1ST,[3]
QF2312,FOS Undergraduate Professional Internship Programme 2S1,[1]
QF2313,FOS Undergraduate Professional Internship Programme 2S2,[2]
QF3101,Investment Instrument and Risk Management,[2]
QF3310,FOS Undergraduate Professional Internship Programme 2ST,"[1, 2, 3, 4]"
QF3311,Undergraduate Professional Internship Programme,"[1, 2, 3, 4]"
QF3312,Enhanced Undergraduate Professional Internship Programme,"[1, 2, 3, 4]"
QF4102,Financial Modelling and Computation,[1]
QF4103,Mathematical Models of Financial Derivatives,[1]
QF4199,Honours Project in Quantitative Finance,"[1, 2]"
QF5201,Interest Rate Theory and Credit Risk,[3]
QF5202,Structured Products,[2]
QF5202A,Structured Products,[3]
QF5203,Risk Management,[2]
QF5204,Numerical Methods in Quantitative Finance,[2]
QF5205,Topics in Quantitative Finance I,[1]
QF5206,Topics in Quantitative Finance II,[1]
QF5206A,Topics in Quantitative Finance II,[4]
QF5207,Investment and Portfolio Selection,[4]
QF5208,AI and FinTech,[2]
QF5210,Financial Time Series: Theory and Computation,[1]
QF5314,Basic Mathematics in Finance,[1]
QF5401,Graduate Internship in Quantitative Finance I,"[1, 2, 3, 4]"
QF5402,Graduate Internship in Quantitative Finance II,"[1, 2, 3, 4]"
QT5198,Graduate Seminar in Quantum Information,[2]
QT5201S,Quantum Electronics,[1]
QT5201V,Complementarity and wave-particle duality,[1]
RE1701,Urban Land Use and Development,"[1, 2]"
RE1702,Real Estate Data Analytics,[1]
RE1703,Principles of Law for Real Estate,"[1, 2]"
RE1704,Principles of Real Estate Economics,[2]
RE1705,Real Estate Finance and Accounting,"[1, 2]"
RE1706,Design and Construction,[2]
RE1901,Real Estate Wealth Management,[2]
RE2701,Urban Planning,[1]
RE2702,Land Law,"[1, 2]"
RE2704,Introduction to Real Estate Valuation,[2]
RE2705,Urban Economics,"[1, 2]"
RE2706,Real Estate and Infrastructure Finance,[2]
RE2707,Asset and Property Management,"[1, 2]"
RE2708,Computational Thinking and Programming for Real Estate,[1]
RE2801,Research Methodology in Real Estate,[2]
RE3000,Work Experience Internship,"[3, 4]"
RE3701,Real Estate Investment Analysis,"[1, 2]"
RE3702,Property Tax and Statutory Valuation,[1]
RE3703,Advanced Real Estate Economics,"[1, 2]"
RE3704,Real Estate Marketing,"[1, 2]"
RE3802,Real Estate Finance Law,[2]
RE3803,Strategic Asset Management,[1]
RE3804,Real Estate Development Law,[2]
RE3805,Corporate Investment in Real Estate,[2]
RE3806,Advanced Real Estate Valuation,[2]
RE3807,Corporate Finance for Real Estate,[1]
RE3901,Advanced Urban Planning,[1]
RE3902,Housing Markets and Policies,[2]
RE3903,GIS for Real Estate,[2]
RE4701,Real Estate Development,[1]
RE4702,Professional Practice and Ethics,[1]
RE4711,FYP Dissertation,"[1, 2]"
RE4712,FYP Academic Exercise,"[1, 2]"
RE4801,Real Estate Internship Programme,"[3, 4]"
RE4803,REIT and Business Trust Management,[1]
RE4804,Real Estate Securitisation,[1]
RE4805,International Real Estate Development and Investment,[2]
RE4806,Real Estate Finance Seminar,[2]
RE4807,Real Estate Risk Analysis and Management,[2]
RE4808,Urban Challenges and Policies,[2]
RE5000,Dissertation,"[1, 2]"
RE5001,Real Estate Development,[1]
RE5003,Real Estate Investment,[2]
RE5004,Real Estate Economics,[1]
RE5005,Real Estate Finance,[2]
RE5006,Portfolio and Asset Management,[2]
RE5009,Real Estate Appraisal,[1]
RE5011,Asian Real Estate Markets and Field Study,[2]
RE5013,Urban Policy & Real Estate Market,[1]
RE5014,Real Estate Investment Trusts & Property Funds,[1]
RE5015,Geographic Information Systems (GIS) and Cartography,[1]
RE5016,Real Estate Securitisation,[2]
RE5018,Real Estate Taxes and Statutory Valuation,[2]
RE5020,Sustainable Real Estate Development & Investment,[2]
RE5770,Graduate Seminar,"[1, 2]"
RE6004,Research Methodology in Real Estate,"[1, 2]"
RE6005,Real Estate Economics Research Seminar,[2]
RE6770,Phd Seminar,"[1, 2]"
RVC1000,How in the world do we get along?,[1]
RVN1000,Engaging Communities in Sustainability,[1]
RVSS1001,"Imagining Wakanda: Cities for work, life, and play",[1]
RVSS1002,Feeding the belly of a nation,[1]
RVX1000,Citizen Speak: Persuasion and Polarization in Society,[1]
RVX1001,Science Fiction and Society,[1]
RVX1002,What do you mean? Meaning & Communication in Intercultural contexts,[1]
SA4101,Software Analysis and Design,"[1, 2, 4]"
SA4102,Enterprise Solutions Design and Development,"[1, 2, 4]"
SA4104,Digital Product Management,[1]
SA4105,Web Application Development,[1]
SA4106,AD Project,"[1, 2]"
SA4107,Industrial Attachment Project,"[1, 2]"
SA4108,Mobile Application Development,"[1, 2]"
SA4110,Machine Learning Application Development,[1]
SC1101E,Making Sense of Society,"[1, 2]"
SC2101,Methods of  Social Research,[2]
SC2202,Sociology of Work,[2]
SC2204,Social Inequalities : Who Gets Ahead?,[1]
SC2205,Sociology of Family,[1]
SC2207,Peoples & Cultures of Southeast Asia,[2]
SC2208,Baby or No Baby: Population Dynamics at a Crossroads,[1]
SC2209,"Money, Business and Social Networks",[1]
SC2211,Medical Sociology,"[2, 4]"
SC2212,Sociology of Deviance,"[2, 4]"
SC2213,Childhood and Youth,[2]
SC2215,The Sociology of Food,[4]
SC2216,Emotions and Social Life,[2]
SC2217,Travel Matters,[1]
SC2220,Gender Studies,"[1, 2]"
SC2222,Sports and Society,[1]
SC2225,The Social Life of Art,[1]
SC2227,Sociology of Religion,[1]
SC3101,Social Thought & Social Theory,"[1, 2]"
SC3203,Race and Ethnic Relations,"[1, 2]"
SC3204,Sociology of Education,[1]
SC3205,Sociology of Power:Who Gets to Rule?,[2]
SC3206,Urban Sociology,[1]
SC3207,Cultures of Kinship,[1]
SC3208,Religion in Society & Culture,[2]
SC3209,Data Analysis in Social Research,[1]
SC3211,"Science, Technology & Society",[1]
SC3212,Southeast Asia in a Globalizing World,[1]
SC3213,Visual Ethnography: Theory and Practice,[1]
SC3214,Sociology of Life Course and Ageing,[2]
SC3216,Self and Society,[1]
SC3219,Sexuality in Comparative Perspective,[2]
SC3221,Qualitative Inquiry,[2]
SC3222,Social Transformations in Modern China,[2]
SC3223,Visual Culture: Seeing and Representing,[1]
SC3225,Social Capital,[2]
SC3226,Markets and Society,[2]
SC3227,Modernity and Social Change,[1]
SC3228,Senses and Society,[1]
SC3229,Comparing Deviance: Perverts & Scandalous Improprieties,[1]
SC3230,Volunteer Workforce,[2]
SC3231,Facing the Climate Crisis of the Anthropocene,[2]
SC3550,Sociology Internship,"[3, 4]"
SC3551,FASS Undergraduate Research Opportunity (UROP),"[1, 2]"
SC4101,Practising Anthropology and Sociology,[1]
SC4201,Contemporary Social Theory,[2]
SC4202,Reading Ethnographies,"[1, 2]"
SC4203,Sociology of Organizations,[1]
SC4204,Social Policy & Social Planning,[2]
SC4205,Sociology of Language & Communication,[1]
SC4206,Urban Anthropology,[2]
SC4210,Sociology of Migration,[2]
SC4211,Tourism and Culture: A Global Perspective,[1]
SC4212,Social Memory,[2]
SC4217,Social Movements and Collective Action,[1]
SC4218,"Religions, Secularity, Post-Secularity",[1]
SC4219,Social Origins and Consequences of Financial Crises,[1]
SC4220,Aging and Health,[1]
SC4222,Body and Society,[2]
SC4224,Welfare and Social Justice,"[1, 2]"
SC4226,"Cultural Production: Power, Voice, Policies",[2]
SC4227,"Gender, Sex and Power",[2]
SC4228,Making Sense of Violence,[1]
SC4401,Honours Thesis,"[1, 2]"
SC4660,Independent Study,"[1, 2]"
SC4880,Selected Topics in Socio'gy & Anthrop'gy,[2]
SC4880B,Advanced Sociological Analysis of Singapore Society,[2]
SC4880C,Cultural heritage: The Politics of Protecting the Past,[1]
SC4881,Selected Topics in Health & Society,[1]
SC4882,Issues in State and Society,[2]
SC5101,Graduate Research Methods,[1]
SC5102,Quantitative Data Analysis,[2]
SC5103,Qualitative Data Analysis,[1]
SC5103R,Qualitative Data Analysis,[1]
SC5205,Social Policy Analysis,[2]
SC5209,Sociology of Everyday Life,[2]
SC5218,Population Studies,[1]
SC5218R,Population Studies,[1]
SC5223,Social Networks,[2]
SC5770,Graduate Research Seminar for Masters students,[1]
SC6102,Sociological Theory,[2]
SC6212,Global Transformations,[1]
SC6213,Families in Transition,[2]
SC6214,"Gender, Culture and Society",[2]
SC6216,The Anthropological Perspective,[1]
SC6660,Independent Study,"[1, 2]"
SC6770,Graduate Research Seminar,[1]
SDM5990,Sdm Research Project,[2]
SE1101E,The Lands Below the Winds: Southeast Asia in the World,"[1, 2]"
SE2213,Politics in Southeast Asia,[2]
SE2218,Changing Economic Landscape of SE Asia,[4]
SE2221,Old and New Music in Southeast Asia,[2]
SE2224,Unmasked! An Introduction to Traditional Dance in SEA,[1]
SE2225,Forbidden Pleasures: Vice in Southeast Asia,[2]
SE2230,Modern Southeast Asia Through Film,[2]
SE2880A,Southeast Asia's Cultural Mosaic,[4]
SE3211,"Religion, Society & Politics in SE Asia",[1]
SE3222,Gender in Southeast Asia,[2]
SE3224,Thai Drawing and Painting,[2]
SE3232,Death and Dying in Southeast Asia,[1]
SE3233,Martial Arts in Southeast Asia,[2]
SE3550,Southeast Asian Studies Internship,"[1, 2, 3, 4]"
SE4101,Southeast Asia Studies: Theory and Practice,[1]
SE4210,Ancient Kingdoms of Southeast Asia,[2]
SE4212,Elites of Southeast Asia,[1]
SE4218,Majorities and Minorities in SE Asia,[1]
SE4227,Nationalism in Southeast Asia,[1]
SE4401,Honours Thesis,"[1, 2]"
SE4660,Independent Study,"[1, 2]"
SE5151,Approaches to the Study of Southeast Asia,[2]
SE5201,Supervised Research Project,[1]
SE5263,Cultural Resource Management in Se Asia,[1]
SE5660,Independent Study,"[1, 2]"
SE6660,Independent Study,"[1, 2]"
SE6770,Graduate Research Seminar,[2]
SEA5101,"History, Politics and Economics of Modern Southeast Asia",[1]
SEA5102,Societies and Cultures of Southeast Asia,[1]
SEA5201,Politics of Environment in Southeast Asia,[1]
SEA5202,Southeast Asia by Sea,[2]
