moduleCode,title,semesters 
EE6531,Selected Topics in Smart Grid Technologies,[2]
EE6733,Advanced Topics on Vision and Machine Learning,[1]
EE6831,Advanced Electromagnetic Theory and Applications,[2]
EE6832,Selected Topics in EM Metamaterial and Multiple-Antenna,[2]
EE6833,Selected Topics in Microwave and Antenna Engineering,[2]
EE6934,Deep Learning (Advanced),[2]
EE6990,Research Attachment,"[1, 2]"
EE6999,Doctoral Seminars,"[1, 2]"
EG1311,Design and Make,"[1, 2]"
EG1611,Engineering Co-Op Immersion Programme I,"[3, 4]"
EG2101,Pathways to Engineering Leadership,"[1, 2]"
EG2201A,User-Centred Collaborative Design,"[1, 2]"
EG2301,Case Studies in Innovation,"[1, 2]"
EG2310,Fundamentals of Systems Design,[2]
EG2311,Introduction to Space Systems,[1]
EG2401A,Engineering Professionalism,"[1, 2]"
EG2501,Liveable Cities,"[1, 2]"
EG2603,InnoVenture - Leadership & Innovation Challenge,"[1, 2]"
EG2604,Innovation Programme,"[1, 2]"
EG2605,Undergraduate Research Opportunities Programme,"[1, 2, 3, 4]"
EG2606A,Independent Work,"[1, 2, 3, 4]"
EG2606B,Independent Work,"[1, 2, 4]"
EG2620,Engineering Co-Op Immersion Programme II,"[3, 4]"
EG2701A,Aspirational Project I,"[1, 2]"
EG2701B,Aspirational Project II,"[1, 2]"
EG3301R,DCP Project,"[1, 2, 3, 4]"
EG3611,Industrial Attachment,"[1, 2, 3]"
EG3611A,Industrial Attachment,"[1, 2]"
EG3611B,Industrial Attachment,"[1, 2, 3]"
EG3612,Vacation Industrial Attachment,"[3, 4]"
EG4301,DCP Dissertation,"[1, 2]"
EG4301A,Ideas to Start-up,"[1, 2]"
EG5301,Engineering Systems Design,[2]
EG5302,Design Thinking and Product Development,[2]
EG5303,Major Design Project,[2]
EG5911,Research Methodology & Ethics,[2]
EG5911R,Information Literacy Skills for Research,"[1, 2]"
EL1101E,The Nature of Language,"[1, 2]"
EL2101,Structure of Sentences and Meanings,[2]
EL2102,Sound Patterns in Language,[1]
EL2111,Historical Variation in English,[2]
EL2151,Social Variation in English,[1]
EL3201,Syntax,[1]
EL3205,Morphology,[2]
EL3206,Psycholinguistics,[1]
EL3208,Bilingualism,[1]
EL3209,"Language, Culture, and Mind",[1]
EL3210,Topics in the Psychology of Language,[2]
EL3211,Language in Contact,[2]
EL3213,Language Typology,[2]
EL3214,Language Documentation,[1]
EL3216,Language and the Internet,[2]
EL3259,Language as Interaction,[2]
EL3551,FASS Undergraduate Research Opportunity (UROP),"[1, 2]"
EL4203,Semantics,[2]
EL4212,Field Methods in Linguistics,[2]
EL4216,Lexicology and Lexicography,[1]
EL4222,Stylistics and Drama,[2]
EL4252,Interactional Discourse,[1]
EL4253,"Language, Gender and Sexual Identities",[1]
EL4255,English as a World Language,[1]
EL4401,Honours Thesis,"[1, 2]"
EL4660,Independent Study,"[1, 2]"
EL4880D,Experimental Syntax,[2]
EL4880F,Grammar and Language Processing,[2]
EL5101,Grammatical Analysis,[1]
EL5101R,Grammatical Analysis,[1]
EL5102,Phonetics and Phonology,[1]
EL5102R,Phonetics and Phonology,[1]
EL5103,Language in Society,[1]
EL5103R,Language in Society,[1]
EL5202R,The Grammar of Modern English,[2]
EL5204R,Linguistic Typology,[2]
EL5206R,Advanced Psycholinguistics,[2]
EL5216R,Corpus Linguistics,[2]
EL5253R,Textual Construction of Knowledge,[2]
EL5255R,Second Language Writing,[1]
EL5270R,Explorations in Applied Linguistics,[1]
EL5660,Independent Study,"[1, 2]"
EL6660,Independent Study,"[1, 2]"
EL6880,Topics in Grammatical Theory,[2]
EL6881,Topics in Language and Cognition,[2]
EL6882,Topics in Language and Society,[2]
EL6884,Topics in Applied Linguistics,[1]
ELC5104,Approaches to Language,[1]
ELC5202,The Grammar of Modern English,[2]
ELC5204,Linguistic Typology,[2]
ELC5206,Advanced Psycholinguistics,[2]
ELC5216,Corpus Linguistics,[2]
ELC5253,Textual Construction of Knowledge,[2]
ELC5255,Second Language Writing,[1]
ELC5270,Explorations in Applied Linguistics,[1]
EM1201,English for Academic Purposes (Music) 1,[1]
EM1202,English for Academic Purposes (Music) 2,"[1, 2]"
EN1101E,An Introduction to Literary Studies,"[1, 2]"
EN2201,Backgrounds to Western Literature and Culture,[2]
EN2202,Critical Reading,[2]
EN2203,Introduction to Film Studies,[2]
EN2206,Art and Social Justice,[2]
EN2207,Gender and Sexuality in Literature,[1]
EN2275,Writing About Literature,[2]
EN2277,Love's Word: Reading across Literature and Philosophy,[1]
EN3220,From the “Age of Epic” to the “Age of TV”,[2]
EN3221,The English Renaissance,[2]
EN3222,The Eighteenth Century,[1]
EN3224,The Twentieth Century,[1]
EN3227,Romanticism,[1]
EN3231,American Literature I,[1]
EN3253,Strange Times: Issues in Contemporary Literature,[2]
EN3254,Worldly Words: Written Image and Visual Text,[2]
EN3263,Singapore Literature in Context,[2]
EN3551,FASS Undergraduate Research Opportunity (UROP),"[1, 2]"
EN4222,Topics in the Eighteenth Century,[2]
EN4224,Topics in the Twentieth Century,[1]
EN4234,Pynchon and the Poetics of Information,[1]
EN4242,Modern Critical Theory,[2]
EN4264,Modern Poetry,[1]
EN4265,Approaches to World Literature: Critical Realism,[2]
EN4401,Honours Thesis,"[1, 2]"
EN4660,Independent Study,"[1, 2]"
EN5238R,Twentieth Century Literature,[1]
EN5241,Literature and New Worlds: 1590-1750,[2]
EN5241R,Literature and New Worlds: 1590-1750,[2]
EN5242R,Women Novelists,[2]
EN5244R,Shakespeare and Literary Theory,[2]
EN5247R,"Victorian Literature: History, Politics, Culture",[1]
EN5253R,Writing in the Aftermath,[2]
EN5660,Independent Study,"[1, 2]"
EN5883R,Screen Culture in Southeast Asia,[2]
EN6660,Independent Study,"[1, 2]"
EN6880,Topics in the New Literatures,[2]
EN6881,Topics in Literary History,"[1, 2]"
EN6882,Advanced Topics in Cultural Studies,[2]
ENC5149,Literary Studies: Overview and Writing Practices,[1]
ENC5238,Twentieth Century Literature,[1]
ENC5242,Women Novelists,[2]
ENC5244,Shakespeare and Literary Theory,[2]
ENC5247,"Victorian Literature: History, Politics, Culture",[1]
ENC5253,Writing in the Aftermath,[2]
ENC5883,Screen Culture in Southeast Asia,[2]
ENV1101,Environmental Studies: An Interdisciplinary Overview,[1]
ENV2102,Environmental Law,[2]
ENV2103,The Environment and Public Health,[1]
ENV2288,Basic UROP in Environmental Studies I,"[1, 2]"
ENV2289,Basic UROP in Environmental Studies II,"[1, 2]"
ENV2301,Methods and Techniques for Environmental Studies,[2]
ENV2302,Communications for Environmental Studies,[1]
ENV3101,Environmental Challenges in Asia,[1]
ENV3102,Field Course in Environmental Studies,[3]
ENV3104,Socio-Ecological Assessment of Environmental Impacts,[2]
ENV3202A,Environmental Studies Internship Programme,"[3, 4]"
ENV3288,Advanced UROP in Environmental Studies I,"[1, 2]"
ENV3289,Advanced UROP in Environmental Studies II,"[1, 2]"
ENV4101,Environmental Management in Singapore,[2]
ES1000,Foundation Academic English,"[1, 2]"
ES1103,English for Academic Purposes,"[1, 2, 3]"
ES2002,Business Communication for Leaders (BBA),"[1, 2]"
ES2007D,Professional Communication,[1]
ES2631,Critique and Communication of Thinking and Design,"[1, 2]"
ES2660,Communicating in the Information Age,"[1, 2]"
ES5000,Graduate English Course (Basic Level),"[1, 2]"
ES5001A,Graduate English Course (Intermediate Level),"[1, 2]"
ES5002,Graduate English Course (Advanced Level),"[1, 2]"
ES5101,Technical Communication for Engineers,"[1, 2]"
ES5610,Academic Communication for Business,[2]
ESE2000,Chemistry for an Environmentally Sustainable Future,[1]
ESE2001,Environmental Challenges in the Anthropocene,[1]
ESE2101,Environmental Engineering Principles and Practice,[1]
ESE2102,Principles & Practice in Environmental Monitoring,[2]
ESE3001,Water Quality Engineering,[2]
ESE3101,Resource Management and Circular Economy,[2]
ESE3201,Air Quality in Changing Environments,[1]
ESE3301,Microbiology in Natural and Built Environments,[2]
ESE3401,Sustainable Urban Water Technologies,[1]
ESE4401,Water & Wastewater Engineering 2,[2]
ESE4408,Environmental Impact Assessment,[2]
ESE4501,Design Project,"[1, 2]"
ESE4502N,Final Year Project,[2]
ESE4502R,B. Eng. Dissertation,"[1, 2]"
ESE5001,Environmental Engineering Principles,"[1, 2]"
ESE5001AB,Environmental Engineering Principles,[1]
ESE5004,Research Project,"[1, 2]"
ESE5202,Air Pollution Control Technology,[2]
ESE5202A,Technologies for Air Quality Control,[2]
ESE5202B,Air Quality Engineering,[2]
ESE5203,Aerosol Science and Technology,[2]
ESE5204,Toxic and Hazardous Waste Management,[1]
ESE5204A,Bioremediation of Hazardous Chemicals in Soil & Water,[1]
ESE5204B,Physico-Chemical Treatment for Hazardous Chemicals,[1]
ESE5301,Environmental Microbiology and Biotechnology,[1]
ESE5404,Biological Treatment Processes,[1]
ESE5602,Environmental Management Systems,[2]
ESE5666,Industrial Attachment,"[1, 2]"
ESE5880A,Topics in Environmental Engineering: Chem. & Lab Safety,[1]
ESE5880C,Topics in Env. Eng. - Environ Sys Planning & Analysis,[2]
ESE5901,Environmental Technology,[2]
ESE5901A,Introduction to Environmental Engineering,[1]
ESE5901B,Technologies in Environmental Engineering,[1]
ESE5999,Graduate Seminars,"[1, 2]"
ESE6301,Advanced Environmental Microbiology and Biotechnology,[1]
ESE6999,Doctoral Seminars,"[1, 2]"
ESP1111,Engineering Principles In-Action,[1]
ESP2107,Numerical Methods and Statistics,[1]
ESP2110,Design Project,[2]
ESP2111,Sensor System Electronics,[2]
ESP3201,Machine Learning in Robotics and Engineering,[1]
ESP3902,Major Design Project I,[1]
ESP3903,Major Design Project 2,[2]
ESP4401,Optimization of Energy Systems,[2]
ESP4901,Research Project,"[1, 2]"
ESP5402,Transport Phenomena in Energy Systems,[2]
EU1101E,Making of Modern Europe,[1]
EU2214,Introduction to Continental Philosophy,[1]
EU3212,Europe of the Dictators,[2]
EU3224,Social Thought & Social Theory,"[1, 2]"
EU3227,Continental European Philosophy,[2]
EU4224,Early Modern Europe and its World,[2]
EU4226,Imperialism and Empires,[1]
EU4401,Honours Thesis,"[1, 2]"
EU4660,Independent Study,"[1, 2]"
FAS1101,Writing Academically: Arts and Social Sciences,"[1, 2]"
FAS2551,FASS Internship,"[1, 2]"
FAS2551A,FASS Internship II,"[1, 2]"
FAS2552,FASS Extended Internship,"[1, 2]"
FAS2552A,FASS Extended Internship II,"[1, 2]"
FAS2553,FASS Work Experience Internship,"[3, 4]"
FAS2553A,FASS Work Experience Internship II,"[3, 4]"
FAS3550,FASS Industry Seminar,[2]
FAS3551,FASS Capstone Career Preparation,[2]
FDP2011,"Special Mathematics Class 1, 2","[1, 2]"
FDP2012,Special Mathematics Class 3,[2]
FDP2021,"Special Physics Class 1, 2","[1, 2]"
FDP2022,Special Physics Class 3,[2]
FE5101,Derivatives And Fixed Income,[1]
FE5103,Equity Products and Exotics,[2]
FE5105,Corporate Financing and Risk,[4]
FE5107,Risk Analyses And Management,[2]
FE5108,Portfolio Theory And Investments,"[1, 2]"
FE5110,Financial Engineering Project,"[1, 2, 4]"
FE5112,Stochastic Calculus and Quantitative Methods,"[1, 4]"
FE5116,Programming and Advanced Numerical Methods,"[2, 4]"
FE5208,Term Structure and Interest Rate Derivatives,[2]
FE5209,Financial Econometrics,"[1, 4]"
FE5211,Seminar In Financial Engineering,[4]
FE5216,Financial Technology Innovations Seminar,[4]
FE5221,Trading Principles & Fundamentals,[1]
FE5222,Advanced Derivatives Pricing,[1]
FE5223,Introduction to Electronic Financial Market,[1]
FE5224,Current Topics In Applied Risk Management,[2]
FE5225,Machine Learning and FinTech,[2]
FE5226,C++ in Financial Engineering,[1]
FE5227,Commodities: Fundamentals and Modelling,[2]
FIN2704,Finance,"[1, 2]"
FIN2704X,Finance,"[1, 2]"
FIN3101A,Corporate Finance,[2]
FIN3101B,Corporate Finance,[2]
FIN3102A,Investment Analysis and Portfolio Management,[2]
FIN3102B,Investment Analysis and Portfolio Management,[2]
FIN3102C,Investment Analysis and Portfolio Management,[2]
FIN3103A,Financial Markets,[2]
FIN3103B,Financial Markets,[2]
FIN3103C,Financial Markets,[2]
FIN3113,Financial Statement Analysis,[2]
FIN3115,International Financial Management,[2]
FIN3116,Options and Futures,[2]
FIN3117,Bank Management,[2]
FIN3118,Financial Risk Management,"[1, 2]"
FIN3120B,TIF: Transaction Banking,[2]
FIN3129,Independent Study in Finance,[1]
FIN3130,Financial Modelling,[2]
FIN3131,Fixed Income Securities,[2]
FIN3134,Household Finance,[2]
FIN3135,Consumer Banking Wealth Management,[2]
FIN3701A,Corporate Finance,"[1, 2]"
FIN3701B,Corporate Finance,"[1, 2]"
FIN3702A,Investment Analysis and Portfolio Management,"[1, 2]"
FIN3702B,Investment Analysis and Portfolio Management,"[1, 2]"
FIN3702C,Investment Analysis and Portfolio Management,[2]
FIN3703A,Financial Markets,"[1, 2]"
FIN3703B,Financial Markets,[2]
FIN3703C,Financial Markets,[2]
FIN3711,International Financial Management,[2]
FIN3712,Options and Futures,[2]
FIN3713,Bank Management,"[1, 2]"
FIN3714,Financial Risk Management,"[1, 2]"
FIN3715,Risk and Insurance,[1]
FIN3716,Financial Modelling,"[1, 2]"
FIN3717,Fixed Income Securities,[2]
FIN3718,Value Investing in Asia,[1]
FIN3719,Household Finance,[2]
FIN3719A,Household Finance,[1]
FIN3720,Financial Statement Analysis,[1]
FIN3721,Consumer Banking Wealth Management,"[1, 2]"
FIN3751,Independent Study in Finance,[1]
FIN3761A,TIF: Transaction Banking,"[1, 2]"
FIN4112G,SIF: Private Equity,[2]
FIN4112L,SIF: Family Business & Wealth Management,[2]
FIN4116,Valuation and Mergers & Acquisitions,[2]
FIN4117,Measuring Success in Philanthropy and Impact Investing,[2]
FIN4118,Equity Research Seminar,[2]
FIN4119,Advanced Independent Study in Finance,[1]
FIN4122,Entrepreneurial Finance,[2]
FIN4123,FinTech Management,[2]
FIN4124,FinTech and Financial Data Analytics,[2]
FIN4125,Sustainability and Finance,[2]
FIN4126,"AI, Blockchain and Quantum Computing",[2]
FIN4129,Advanced Independent Study in Finance,[1]
FIN4714,Valuation and Mergers & Acquisition,"[1, 2]"
FIN4715,Measuring Success in Philanthropy and Impact Investing,"[1, 2]"
FIN4716,Equity Research Seminar,[2]
FIN4717,Entrepreneurial Finance,"[1, 2]"
FIN4718,FinTech Management,"[1, 2]"
FIN4719,FinTech and Financial Data Analytics,[2]
FIN4720,Sustainability and Finance,"[1, 2]"
FIN4721,"AI, Blockchain and Quantum Computing","[1, 2]"
FIN4751,Advanced Independent Study in Finance,[1]
FIN4752,Advanced Independent Study in Finance (2 MC),[1]
FIN4761A,SIF: Private Equity,[2]
FIN4761C,SIF: Applied Portfolio Management Techniques,[1]
FIN4761D,SIF: Family Business & Wealth Management,[1]
FIN6002,Banking and Household Finance,[1]
FSC2101,Forensic Science,[1]
FSC3101,Evidence in Forensic Science,[2]
FSC4201,Articulating Probability and Statistics in Court,[1]
FSC4202,Forensic Human Identification,[2]
FSC4206,Advanced Criminal Litigation – Forensics on Trial,[2]
FSC4207,Forensic Entomology,[2]
FSC4208,Advanced Forensic Science,[2]
FSC5101,Survey of Forensic Science,[1]
FSC5199,Research Project in Forensic Science,"[1, 2, 3, 4]"
FSC5201,Advanced CSI Techniques,[1]
FSC5202,Forensic Defense Science,[2]
FSC5203,Digital Forensic Investigation,[1]
FSC5204,Forensic Psychiatry and Psychology,[2]
FSC5205,Forensic Science in Major Cases,[2]
FSP4003,Field Service Project,"[1, 2]"
FST1101B,Science and Technology of Foods,[2]
FST2102B,Chemistry of Food Components,[1]
FST2106,Post Harvest Food Processing,[2]
FST2109,Fundamentals of Food Engineering,[2]
FST2201,Introduction to Human Nutrition,[2]
FST2204,Seafood Supply Chains in Japan and Singapore,"[3, 4]"
FST2288,Basic UROPS in Food Science & Technology I,"[1, 2, 3, 4]"
FST2289,Basic UROPS in Food Science & Technology II,"[1, 2, 3, 4]"
FST3101,Food Microbiology & Fermentation,[1]
FST3103,Advanced Food Engineering,[1]
FST3105,Food Product Development and Packaging,[1]
FST3106,Sensory and Flavour Science,[1]
FST3181,Professional Placement,"[2, 3, 4]"
FST3201,Independent Study (Food Science & Tech),[2]
FST3202,Nutrition and Disease Prevention,[1]
FST3288,Advanced UROPS in Food Science & Technology I,"[1, 2, 3, 4]"
FST3289,Advanced UROPS in Food Science & Technology II,"[1, 2, 3, 4]"
FST3310,FOS Undergraduate Professional Internship Programme 2ST,"[3, 4]"
FST3311,Undergraduate Professional Internship Programme,"[3, 4]"
FST4102,Advanced Food Processing Technology,[2]
FST4103,Food Colloids and Components Science,[2]
FST4199,Honours Project in Food Science & Tech,"[1, 2]"
FST4202,Nutritional Biochemistry,[1]
FST4299,Applied Project in FST,"[1, 2]"
FST5198,Advanced Food Science and Nutrition Seminar,"[1, 2]"
FST5199,MSc research project,"[1, 2]"
FST5199A,MSc Research Project,"[1, 2]"
FST5199B,Integrated Food Research Lab,"[1, 2]"
FST5201,Rheology and Textural Properties of Biomaterials,[2]
FST5202A,Modern Food Fermentation,[2]
FST5203A,Advanced Food Microbiological Analysis and Food Safety,[2]
FST5205A,Smart & Sustainable Food Processing and Engineering,[1]
FST5206,Advanced Food Toxicology and Chemical Safety,[2]
FST5207,Introduction to Advanced Meat Alternatives,[2]
FST5225,Advanced Current Topics in Food Science I,[1]
FST5226,Advanced Current Topics in Food Science II,[1]
FST5227,Advanced Current Topics in Food Science III,[1]
FST5228,Advanced Current Topics in Food Science IV,[1]
FST5301A,Scientific Principles of Nutraceuticals,[1]
FST5302,"Food, Nutrition and Health","[1, 2]"
FST5303A,Science in Clinical Nutrition,[2]
FT5001,Fintech Innovations for Consumers,[1]
FT5002,Digital Transformation at Financial Institutions,[1]
FT5003,Blockchain Innovations,[2]
FT5004,Programming for Blockchain Applications,[2]
FT5005,Machine Learning for Finance,[2]
FT5007,FinTech Capstone Project,[2]
FT5008,Contemporary Topics in Blockchain Applications,[1]
FT5101,FinTech Research Immersion,[1]
GE1101E,Geographical Journeys: Exploring World Environments,"[1, 2]"
